0,0,0,0,0,0,0,0,2,2,0,0,0,33,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,33,34,35,0,0,0,0,2,2,2,1,1,1,0,1,1,0
0,2,2,2,1,1,0,0,1,0,0,0,1,33,34,35,0,0,7,7,0,2,2,0,0,0,0,0,1,0
0,0,2,7,1,2,1,0,0,1,1,13,14,33,34,35,0,0,43,44,0,2,0,0,0,11,12,0,1,0
0,0,1,37,1,1,8,9,1,0,1,43,44,33,34,35,2,0,73,74,0,2,1,1,0,71,72,0,0,0
1,1,0,67,0,0,38,39,0,1,0,73,74,33,34,35,2,0,0,0,0,2,1,0,0,101,102,0,0,0
0,1,0,0,0,0,68,69,0,2,1,1,0,33,34,35,0,0,0,0,1,2,0,0,0,131,132,0,0,0
0,1,1,0,7,7,98,99,0,0,0,1,1,33,34,35,7,7,0,1,1,0,0,0,0,0,0,0,1,0
0,0,0,0,43,44,0,0,0,0,0,11,12,33,34,35,43,44,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,73,74,0,0,0,0,0,71,72,33,34,35,73,74,0,1,0,0,13,14,0,0,1,1,0,0
0,0,1,1,1,1,2,2,0,0,0,101,102,33,34,35,0,0,0,1,0,0,43,44,0,0,0,0,0,0
0,0,2,2,1,0,13,14,0,2,0,131,132,33,34,35,0,0,0,0,0,0,73,74,0,0,0,0,0,0
0,1,1,0,0,0,43,44,0,0,0,0,0,33,34,34,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,1,1,0,0,0,73,74,0,0,0,2,2,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
1,1,1,0,0,0,0,0,1,1,1,0,0,33,34,34,64,64,64,64,64,64,64,64,64,64,64,64,64,64
0,0,1,0,0,0,0,0,1,0,0,0,0,33,34,35,0,0,1,7,7,0,0,1,1,0,0,0,0,0
0,0,1,11,12,0,0,0,0,7,7,0,1,33,34,35,0,2,0,43,44,0,0,0,0,0,0,0,0,0
0,1,1,71,72,0,0,0,0,43,44,0,1,33,34,35,0,0,0,73,74,0,0,0,0,0,2,0,0,0
0,1,0,101,102,0,0,2,0,73,74,0,1,33,34,35,0,0,0,0,0,0,0,2,2,2,2,0,1,1
0,1,0,131,132,0,0,2,0,0,0,0,1,33,34,35,0,0,1,0,0,0,0,1,0,2,0,0,0,0
0,0,0,0,0,2,2,1,1,0,0,0,0,33,34,35,2,2,2,1,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,1,1,0,0,33,34,35,0,2,7,1,2,1,0,0,1,1,13,14,0,0
1,0,0,11,12,0,0,0,0,0,1,0,1,33,34,35,0,1,37,1,1,8,9,1,0,1,43,44,0,0
0,0,0,41,42,0,0,0,0,0,1,0,1,33,34,35,1,0,67,0,0,38,39,0,1,0,73,74,1,1
0,0,0,71,72,1,1,15,16,0,0,0,1,33,34,35,1,0,0,0,0,68,69,0,2,1,1,0,0,1
0,0,0,101,102,0,1,45,46,0,0,1,0,33,34,35,1,1,0,7,7,98,99,0,0,0,1,1,1,1
0,0,0,131,132,2,0,75,76,0,0,1,0,33,34,35,0,0,0,43,44,0,0,0,0,0,11,12,0,0
0,0,0,1,0,0,0,105,106,0,0,1,0,33,34,35,0,0,0,73,74,0,0,0,0,0,71,72,0,0
1,0,0,0,0,0,0,0,0,0,0,1,1,33,34,35,0,1,1,1,1,2,2,0,0,0,101,102,2,2
0,1,1,1,0,0,0,0,0,0,0,0,0,33,34,35,0,2,2,1,0,1,1,0,2,0,131,132,2,2
